,Year,Year ending,Police Service Area,Local Government Area,Offence Division,Offence Subdivision,Offence Subgroup,Incidents Recorded,"PSA Rate per 100,000 population","LGA Rate per 100,000 population"
2457,2022,March,Maroondah,Maroondah,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,22,18.862285892,18.862285892
2458,2022,March,Maroondah,Maroondah,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,387,331.804756373,331.804756373
2459,2022,March,Maroondah,Maroondah,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,49,42.011454941,42.011454941
2460,2022,March,Maroondah,Maroondah,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,585,501.565329401,501.565329401
2461,2022,March,Maroondah,Maroondah,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,20,17.147532629,17.147532629
2462,2022,March,Maroondah,Maroondah,F Other offences,F10 Regulatory driving offences,F19 Other regulatory driving offences,1,0.857376631,0.857376631
2463,2022,March,Maroondah,Maroondah,F Other offences,F20 Transport regulation offences,F21 Public transport,2,1.714753263,1.714753263
2464,2022,March,Maroondah,Maroondah,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,39,33.437688627,33.437688627
2465,2022,March,Maroondah,Maroondah,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,2,1.714753263,1.714753263
2466,2022,March,Melbourne,Melbourne,A Crimes against the person,A10 Homicide and related offences,A10 Homicide and related offences,8,4.659629773,4.659629773
2467,2022,March,Melbourne,Melbourne,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,264,153.767782512,153.767782512
2468,2022,March,Melbourne,Melbourne,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,700,407.717605145,407.717605145
2469,2022,March,Melbourne,Melbourne,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",229,133.381902255,133.381902255
2470,2022,March,Melbourne,Melbourne,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,389,226.574497716,226.574497716
2471,2022,March,Melbourne,Melbourne,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,994,578.958999306,578.958999306
2472,2022,March,Melbourne,Melbourne,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,444,258.609452406,258.609452406
2473,2022,March,Melbourne,Melbourne,A Crimes against the person,A40 Abduction and related offences,A41 Abduction,8,4.659629773,4.659629773
2474,2022,March,Melbourne,Melbourne,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment,28,16.308704206,16.308704206
2475,2022,March,Melbourne,Melbourne,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,147,85.62069708,85.62069708
2476,2022,March,Melbourne,Melbourne,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,22,12.813981876,12.813981876
2477,2022,March,Melbourne,Melbourne,A Crimes against the person,A60 Blackmail and extortion,A61 Blackmail,17,9.901713268,9.901713268
2478,2022,March,Melbourne,Melbourne,A Crimes against the person,A60 Blackmail and extortion,A62 Extortion,5,2.912268608,2.912268608
2479,2022,March,Melbourne,Melbourne,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,43,25.04551003,25.04551003
2480,2022,March,Melbourne,Melbourne,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,55,32.03495469,32.03495469
2481,2022,March,Melbourne,Melbourne,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,17,9.901713268,9.901713268
2482,2022,March,Melbourne,Melbourne,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,32,18.638519092,18.638519092
2483,2022,March,Melbourne,Melbourne,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,59,34.364769577,34.364769577
2484,2022,March,Melbourne,Melbourne,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,116,67.56463171,67.56463171
2485,2022,March,Melbourne,Melbourne,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,34,19.803426536,19.803426536
2486,2022,March,Melbourne,Melbourne,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A82 Neglect or ill treatment of people,2,1.164907443,1.164907443
2487,2022,March,Melbourne,Melbourne,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,61,35.52967702,35.52967702
2488,2022,March,Melbourne,Melbourne,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,75,43.684029123,43.684029123
2489,2022,March,Melbourne,Melbourne,B Property and deception offences,B10 Arson,B11 Cause damage by fire,42,24.463056309,24.463056309
2490,2022,March,Melbourne,Melbourne,B Property and deception offences,B10 Arson,B19 Other fire related offences,1,0.582453722,0.582453722
2491,2022,March,Melbourne,Melbourne,B Property and deception offences,B20 Property damage,B21 Criminal damage,1445,841.645627764,841.645627764
2492,2022,March,Melbourne,Melbourne,B Property and deception offences,B20 Property damage,B22 Graffiti,393,228.904312603,228.904312603
2493,2022,March,Melbourne,Melbourne,B Property and deception offences,B20 Property damage,B29 Other property damage offences,23,13.396435598,13.396435598
2494,2022,March,Melbourne,Melbourne,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,118,68.729539153,68.729539153
2495,2022,March,Melbourne,Melbourne,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,4,2.329814887,2.329814887
2496,2022,March,Melbourne,Melbourne,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,755,439.752559835,439.752559835
2497,2022,March,Melbourne,Melbourne,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,735,428.103485402,428.103485402
2498,2022,March,Melbourne,Melbourne,B Property and deception offences,B30 Burglary/Break and enter,B329 Unknown non-aggravated burglary,5,2.912268608,2.912268608
2499,2022,March,Melbourne,Melbourne,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,787,458.391078927,458.391078927
2500,2022,March,Melbourne,Melbourne,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,1912,1113.651515768,1113.651515768
2501,2022,March,Melbourne,Melbourne,B Property and deception offences,B40 Theft,B43 Steal from a retail store,897,522.460988307,522.460988307
2502,2022,March,Melbourne,Melbourne,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,1195,696.032197355,696.032197355
2503,2022,March,Melbourne,Melbourne,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,367,213.76051584,213.76051584
2504,2022,March,Melbourne,Melbourne,B Property and deception offences,B40 Theft,B49 Other theft,2776,1616.891531261,1616.891531261
2505,2022,March,Melbourne,Melbourne,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,144,83.873335916,83.873335916
2506,2022,March,Melbourne,Melbourne,B Property and deception offences,B50 Deception,B52 Possess equipment to make false instrument,3,1.747361165,1.747361165
2507,2022,March,Melbourne,Melbourne,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,1216,708.263725509,708.263725509
2508,2022,March,Melbourne,Melbourne,B Property and deception offences,B50 Deception,B54 State false information,74,43.101575401,43.101575401
2509,2022,March,Melbourne,Melbourne,B Property and deception offences,B50 Deception,B55 Deceptive business practices,1,0.582453722,0.582453722
2510,2022,March,Melbourne,Melbourne,B Property and deception offences,B50 Deception,B56 Professional malpractice and misrepresentation,15,8.736805825,8.736805825
2511,2022,March,Melbourne,Melbourne,B Property and deception offences,B50 Deception,B59 Other deception offences,28,16.308704206,16.308704206
2512,2022,March,Melbourne,Melbourne,C Drug offences,C10 Drug dealing and trafficking,C11 Drug dealing,2,1.164907443,1.164907443
2513,2022,March,Melbourne,Melbourne,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,219,127.557365038,127.557365038
2514,2022,March,Melbourne,Melbourne,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,1,0.582453722,0.582453722
2515,2022,March,Melbourne,Melbourne,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,36,20.968333979,20.968333979
2516,2022,March,Melbourne,Melbourne,C Drug offences,C30 Drug use and possession,C31 Drug use,8,4.659629773,4.659629773
2517,2022,March,Melbourne,Melbourne,C Drug offences,C30 Drug use and possession,C32 Drug possession,1019,593.520342347,593.520342347
2518,2022,March,Melbourne,Melbourne,C Drug offences,C90 Other drug offences,C99 Other drug offences,4,2.329814887,2.329814887
2519,2022,March,Melbourne,Melbourne,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,85,49.508566339,49.508566339
2520,2022,March,Melbourne,Melbourne,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,597,347.724871817,347.724871817
2521,2022,March,Melbourne,Melbourne,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,19,11.066620711,11.066620711
2522,2022,March,Melbourne,Melbourne,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,63,36.694584463,36.694584463
2523,2022,March,Melbourne,Melbourne,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,586,341.317880879,341.317880879
2524,2022,March,Melbourne,Melbourne,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,225,131.052087368,131.052087368
2525,2022,March,Melbourne,Melbourne,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,27,15.726250484,15.726250484
2526,2022,March,Melbourne,Melbourne,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,20,11.649074433,11.649074433
2527,2022,March,Melbourne,Melbourne,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct,56,32.617408412,32.617408412
2528,2022,March,Melbourne,Melbourne,D Public order and security offences,D30 Public nuisance offences,D31 Privacy offences,7,4.077176051,4.077176051
2529,2022,March,Melbourne,Melbourne,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes,19,11.066620711,11.066620711
2530,2022,March,Melbourne,Melbourne,D Public order and security offences,D30 Public nuisance offences,D33 Begging,1,0.582453722,0.582453722
2531,2022,March,Melbourne,Melbourne,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,110,64.06990938,64.06990938
2532,2022,March,Melbourne,Melbourne,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,3,1.747361165,1.747361165
2533,2022,March,Melbourne,Melbourne,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,303,176.483477656,176.483477656
2534,2022,March,Melbourne,Melbourne,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,30,17.473611649,17.473611649
2535,2022,March,Melbourne,Melbourne,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,63,36.694584463,36.694584463
2536,2022,March,Melbourne,Melbourne,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,40,23.298148865,23.298148865
2537,2022,March,Melbourne,Melbourne,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,554,322.679361786,322.679361786
2538,2022,March,Melbourne,Melbourne,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,52,30.287593525,30.287593525
2539,2022,March,Melbourne,Melbourne,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,1427,831.161460774,831.161460774
2540,2022,March,Melbourne,Melbourne,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,75,43.684029123,43.684029123
2541,2022,March,Melbourne,Melbourne,F Other offences,F10 Regulatory driving offences,F19 Other regulatory driving offences,1,0.582453722,0.582453722
2542,2022,March,Melbourne,Melbourne,F Other offences,F20 Transport regulation offences,F21 Public transport,7,4.077176051,4.077176051
2543,2022,March,Melbourne,Melbourne,F Other offences,F20 Transport regulation offences,F22 Aviation regulations offences,1,0.582453722,0.582453722
2544,2022,March,Melbourne,Melbourne,F Other offences,F20 Transport regulation offences,F23 Maritime regulations offences,1,0.582453722,0.582453722
2545,2022,March,Melbourne,Melbourne,F Other offences,F20 Transport regulation offences,F29 Other transport regulation offences,1,0.582453722,0.582453722
2546,2022,March,Melbourne,Melbourne,F Other offences,F30 Other government regulatory offences,F31 Betting and gaming offences,8,4.659629773,4.659629773
