,Year,Year ending,Police Service Area,Local Government Area,Offence Division,Offence Subdivision,Offence Subgroup,Incidents Recorded,"PSA Rate per 100,000 population","LGA Rate per 100,000 population"
2255,2022,March,Macedon Ranges,Mount Alexander,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,2,2.748212327,9.81584762
2256,2022,March,Manningham,Manningham,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,52,41.503238533,41.503238533
2257,2022,March,Manningham,Manningham,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,44,35.118124913,35.118124913
2258,2022,March,Manningham,Manningham,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",9,7.183252823,7.183252823
2259,2022,March,Manningham,Manningham,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,134,106.950653143,106.950653143
2260,2022,March,Manningham,Manningham,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,64,51.080908964,51.080908964
2261,2022,March,Manningham,Manningham,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,91,72.630667433,72.630667433
2262,2022,March,Manningham,Manningham,A Crimes against the person,A40 Abduction and related offences,A41 Abduction,1,0.798139203,0.798139203
2263,2022,March,Manningham,Manningham,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment,4,3.19255681,3.19255681
2264,2022,March,Manningham,Manningham,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,8,6.38511362,6.38511362
2265,2022,March,Manningham,Manningham,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,2,1.596278405,1.596278405
2266,2022,March,Manningham,Manningham,A Crimes against the person,A60 Blackmail and extortion,A61 Blackmail,3,2.394417608,2.394417608
2267,2022,March,Manningham,Manningham,A Crimes against the person,A60 Blackmail and extortion,A62 Extortion,3,2.394417608,2.394417608
2268,2022,March,Manningham,Manningham,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,16,12.770227241,12.770227241
2269,2022,March,Manningham,Manningham,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,11,8.779531228,8.779531228
2270,2022,March,Manningham,Manningham,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,4,3.19255681,3.19255681
2271,2022,March,Manningham,Manningham,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,14,11.173948836,11.173948836
2272,2022,March,Manningham,Manningham,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,22,17.559062456,17.559062456
2273,2022,March,Manningham,Manningham,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,22,17.559062456,17.559062456
2274,2022,March,Manningham,Manningham,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,5,3.990696013,3.990696013
2275,2022,March,Manningham,Manningham,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,6,4.788835215,4.788835215
2276,2022,March,Manningham,Manningham,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,6,4.788835215,4.788835215
2277,2022,March,Manningham,Manningham,B Property and deception offences,B10 Arson,B11 Cause damage by fire,4,3.19255681,3.19255681
2278,2022,March,Manningham,Manningham,B Property and deception offences,B10 Arson,B12 Cause a bushfire,1,0.798139203,0.798139203
2279,2022,March,Manningham,Manningham,B Property and deception offences,B10 Arson,B19 Other fire related offences,2,1.596278405,1.596278405
2280,2022,March,Manningham,Manningham,B Property and deception offences,B20 Property damage,B21 Criminal damage,197,157.233422905,157.233422905
2281,2022,March,Manningham,Manningham,B Property and deception offences,B20 Property damage,B22 Graffiti,14,11.173948836,11.173948836
2282,2022,March,Manningham,Manningham,B Property and deception offences,B20 Property damage,B29 Other property damage offences,2,1.596278405,1.596278405
2283,2022,March,Manningham,Manningham,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,45,35.916264115,35.916264115
2284,2022,March,Manningham,Manningham,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,217,173.196206956,173.196206956
2285,2022,March,Manningham,Manningham,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,72,57.466022584,57.466022584
2286,2022,March,Manningham,Manningham,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,75,59.860440192,59.860440192
2287,2022,March,Manningham,Manningham,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,387,308.879871392,308.879871392
2288,2022,March,Manningham,Manningham,B Property and deception offences,B40 Theft,B43 Steal from a retail store,186,148.453891677,148.453891677
2289,2022,March,Manningham,Manningham,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,13,10.375809633,10.375809633
2290,2022,March,Manningham,Manningham,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,38,30.329289697,30.329289697
2291,2022,March,Manningham,Manningham,B Property and deception offences,B40 Theft,B49 Other theft,281,224.27711592,224.27711592
2292,2022,March,Manningham,Manningham,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,29,23.146036874,23.146036874
2293,2022,March,Manningham,Manningham,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,187,149.252030879,149.252030879
2294,2022,March,Manningham,Manningham,B Property and deception offences,B50 Deception,B54 State false information,5,3.990696013,3.990696013
2295,2022,March,Manningham,Manningham,B Property and deception offences,B50 Deception,B59 Other deception offences,4,3.19255681,3.19255681
2296,2022,March,Manningham,Manningham,C Drug offences,C10 Drug dealing and trafficking,C11 Drug dealing,1,0.798139203,0.798139203
2297,2022,March,Manningham,Manningham,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,28,22.347897672,22.347897672
2298,2022,March,Manningham,Manningham,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,14,11.173948836,11.173948836
2299,2022,March,Manningham,Manningham,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,7,5.586974418,5.586974418
2300,2022,March,Manningham,Manningham,C Drug offences,C30 Drug use and possession,C32 Drug possession,87,69.438110623,69.438110623
2301,2022,March,Manningham,Manningham,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,17,13.568366444,13.568366444
2302,2022,March,Manningham,Manningham,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,42,33.521846508,33.521846508
2303,2022,March,Manningham,Manningham,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,1,0.798139203,0.798139203
2304,2022,March,Manningham,Manningham,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,11,8.779531228,8.779531228
2305,2022,March,Manningham,Manningham,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,9,7.183252823,7.183252823
2306,2022,March,Manningham,Manningham,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,2,1.596278405,1.596278405
2307,2022,March,Manningham,Manningham,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,2,1.596278405,1.596278405
2308,2022,March,Manningham,Manningham,D Public order and security offences,D30 Public nuisance offences,D31 Privacy offences,1,0.798139203,0.798139203
2309,2022,March,Manningham,Manningham,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes,1,0.798139203,0.798139203
2310,2022,March,Manningham,Manningham,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,17,13.568366444,13.568366444
2311,2022,March,Manningham,Manningham,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,24,19.155340861,19.155340861
2312,2022,March,Manningham,Manningham,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,1,0.798139203,0.798139203
2313,2022,March,Manningham,Manningham,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,4,3.19255681,3.19255681
2314,2022,March,Manningham,Manningham,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,155,123.711576397,123.711576397
2315,2022,March,Manningham,Manningham,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,17,13.568366444,13.568366444
2316,2022,March,Manningham,Manningham,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,82,65.44741461,65.44741461
2317,2022,March,Manningham,Manningham,F Other offences,F20 Transport regulation offences,F29 Other transport regulation offences,1,0.798139203,0.798139203
2318,2022,March,Manningham,Manningham,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,61,48.686491356,48.686491356
2319,2022,March,Manningham,Manningham,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,1,0.798139203,0.798139203
2320,2022,March,Manningham,Manningham,F Other offences,F90 Miscellaneous offences,F99 Other miscellaneous offences,1,0.798139203,0.798139203
2321,2022,March,Maribyrnong,Maribyrnong,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,101,107.641602829,107.641602829
2322,2022,March,Maribyrnong,Maribyrnong,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,139,148.140423696,148.140423696
2323,2022,March,Maribyrnong,Maribyrnong,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",23,24.512444209,24.512444209
2324,2022,March,Maribyrnong,Maribyrnong,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,117,124.693737931,124.693737931
2325,2022,March,Maribyrnong,Maribyrnong,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,177,188.639244562,188.639244562
2326,2022,March,Maribyrnong,Maribyrnong,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,110,117.233428824,117.233428824
2327,2022,March,Maribyrnong,Maribyrnong,A Crimes against the person,A40 Abduction and related offences,A41 Abduction,6,6.394550663,6.394550663
2328,2022,March,Maribyrnong,Maribyrnong,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment,2,2.131516888,2.131516888
2329,2022,March,Maribyrnong,Maribyrnong,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,69,73.537332626,73.537332626
2330,2022,March,Maribyrnong,Maribyrnong,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,8,8.526067551,8.526067551
2331,2022,March,Maribyrnong,Maribyrnong,A Crimes against the person,A60 Blackmail and extortion,A61 Blackmail,1,1.065758444,1.065758444
2332,2022,March,Maribyrnong,Maribyrnong,A Crimes against the person,A60 Blackmail and extortion,A62 Extortion,2,2.131516888,2.131516888
2333,2022,March,Maribyrnong,Maribyrnong,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,11,11.723342882,11.723342882
2334,2022,March,Maribyrnong,Maribyrnong,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,14,14.920618214,14.920618214
2335,2022,March,Maribyrnong,Maribyrnong,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,9,9.591825995,9.591825995
2336,2022,March,Maribyrnong,Maribyrnong,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,5,5.328792219,5.328792219
2337,2022,March,Maribyrnong,Maribyrnong,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,28,29.841236428,29.841236428
2338,2022,March,Maribyrnong,Maribyrnong,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,29,30.906994872,30.906994872
2339,2022,March,Maribyrnong,Maribyrnong,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,7,7.460309107,7.460309107
2340,2022,March,Maribyrnong,Maribyrnong,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,6,6.394550663,6.394550663
2341,2022,March,Maribyrnong,Maribyrnong,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,16,17.052135102,17.052135102
2342,2022,March,Maribyrnong,Maribyrnong,B Property and deception offences,B10 Arson,B11 Cause damage by fire,14,14.920618214,14.920618214
2343,2022,March,Maribyrnong,Maribyrnong,B Property and deception offences,B20 Property damage,B21 Criminal damage,529,563.786216798,563.786216798
2344,2022,March,Maribyrnong,Maribyrnong,B Property and deception offences,B20 Property damage,B22 Graffiti,49,52.222163749,52.222163749
2345,2022,March,Maribyrnong,Maribyrnong,B Property and deception offences,B20 Property damage,B29 Other property damage offences,7,7.460309107,7.460309107
2346,2022,March,Maribyrnong,Maribyrnong,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,94,100.181293722,100.181293722
2347,2022,March,Maribyrnong,Maribyrnong,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,2,2.131516888,2.131516888
2348,2022,March,Maribyrnong,Maribyrnong,B Property and deception offences,B30 Burglary/Break and enter,B319 Unknown aggravated burglary,1,1.065758444,1.065758444
2349,2022,March,Maribyrnong,Maribyrnong,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,400,426.303377541,426.303377541
2350,2022,March,Maribyrnong,Maribyrnong,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,234,249.387475862,249.387475862
2351,2022,March,Maribyrnong,Maribyrnong,B Property and deception offences,B30 Burglary/Break and enter,B329 Unknown non-aggravated burglary,2,2.131516888,2.131516888
2352,2022,March,Maribyrnong,Maribyrnong,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,340,362.35787091,362.35787091
2353,2022,March,Maribyrnong,Maribyrnong,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,1517,1616.755559325,1616.755559325
2354,2022,March,Maribyrnong,Maribyrnong,B Property and deception offences,B40 Theft,B43 Steal from a retail store,310,330.385117594,330.385117594
2355,2022,March,Maribyrnong,Maribyrnong,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,299,318.661774712,318.661774712
2356,2022,March,Maribyrnong,Maribyrnong,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,104,110.838878161,110.838878161
2357,2022,March,Maribyrnong,Maribyrnong,B Property and deception offences,B40 Theft,B49 Other theft,693,738.57060159,738.57060159
2358,2022,March,Maribyrnong,Maribyrnong,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,20,21.315168877,21.315168877
2359,2022,March,Maribyrnong,Maribyrnong,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,381,406.053967108,406.053967108
2360,2022,March,Maribyrnong,Maribyrnong,B Property and deception offences,B50 Deception,B54 State false information,5,5.328792219,5.328792219
2361,2022,March,Maribyrnong,Maribyrnong,B Property and deception offences,B50 Deception,B59 Other deception offences,7,7.460309107,7.460309107
2362,2022,March,Maribyrnong,Maribyrnong,C Drug offences,C10 Drug dealing and trafficking,C11 Drug dealing,3,3.197275332,3.197275332
2363,2022,March,Maribyrnong,Maribyrnong,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,41,43.696096198,43.696096198
2364,2022,March,Maribyrnong,Maribyrnong,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,10,10.657584439,10.657584439
2365,2022,March,Maribyrnong,Maribyrnong,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,4,4.263033775,4.263033775
2366,2022,March,Maribyrnong,Maribyrnong,C Drug offences,C30 Drug use and possession,C32 Drug possession,136,144.943148364,144.943148364
2367,2022,March,Maribyrnong,Maribyrnong,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,27,28.775477984,28.775477984
2368,2022,March,Maribyrnong,Maribyrnong,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,117,124.693737931,124.693737931
2369,2022,March,Maribyrnong,Maribyrnong,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,1,1.065758444,1.065758444
2370,2022,March,Maribyrnong,Maribyrnong,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,7,7.460309107,7.460309107
2371,2022,March,Maribyrnong,Maribyrnong,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,42,44.761854642,44.761854642
2372,2022,March,Maribyrnong,Maribyrnong,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,12,12.789101326,12.789101326
2373,2022,March,Maribyrnong,Maribyrnong,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,4,4.263033775,4.263033775
2374,2022,March,Maribyrnong,Maribyrnong,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,4,4.263033775,4.263033775
2375,2022,March,Maribyrnong,Maribyrnong,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct,2,2.131516888,2.131516888
2376,2022,March,Maribyrnong,Maribyrnong,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes,2,2.131516888,2.131516888
2377,2022,March,Maribyrnong,Maribyrnong,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,33,35.170028647,35.170028647
2378,2022,March,Maribyrnong,Maribyrnong,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,35,37.301545535,37.301545535
2379,2022,March,Maribyrnong,Maribyrnong,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,5,5.328792219,5.328792219
2380,2022,March,Maribyrnong,Maribyrnong,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,1,1.065758444,1.065758444
2381,2022,March,Maribyrnong,Maribyrnong,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,10,10.657584439,10.657584439
2382,2022,March,Maribyrnong,Maribyrnong,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,202,215.283205658,215.283205658
2383,2022,March,Maribyrnong,Maribyrnong,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,36,38.367303979,38.367303979
2384,2022,March,Maribyrnong,Maribyrnong,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,230,245.124442086,245.124442086
2385,2022,March,Maribyrnong,Maribyrnong,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,2,2.131516888,2.131516888
2386,2022,March,Maribyrnong,Maribyrnong,F Other offences,F20 Transport regulation offences,F21 Public transport,1,1.065758444,1.065758444
2387,2022,March,Maribyrnong,Maribyrnong,F Other offences,F30 Other government regulatory offences,F31 Betting and gaming offences,2,2.131516888,2.131516888
2388,2022,March,Maribyrnong,Maribyrnong,F Other offences,F30 Other government regulatory offences,F36 Prostitution offences,1,1.065758444,1.065758444
2389,2022,March,Maribyrnong,Maribyrnong,F Other offences,F30 Other government regulatory offences,F39 Other government regulatory offences,1,1.065758444,1.065758444
2390,2022,March,Maribyrnong,Maribyrnong,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,164,174.784384792,174.784384792
2391,2022,March,Maribyrnong,Maribyrnong,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,1,1.065758444,1.065758444
2392,2022,March,Maribyrnong,Maribyrnong,F Other offences,F90 Miscellaneous offences,F99 Other miscellaneous offences,1,1.065758444,1.065758444
2393,2022,March,Maroondah,Maroondah,A Crimes against the person,A10 Homicide and related offences,A10 Homicide and related offences,2,1.714753263,1.714753263
2394,2022,March,Maroondah,Maroondah,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,83,71.162260411,71.162260411
2395,2022,March,Maroondah,Maroondah,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,113,96.883559354,96.883559354
2396,2022,March,Maroondah,Maroondah,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",32,27.436052207,27.436052207
2397,2022,March,Maroondah,Maroondah,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,241,206.627768181,206.627768181
2398,2022,March,Maroondah,Maroondah,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,157,134.608131138,134.608131138
2399,2022,March,Maroondah,Maroondah,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,175,150.040910505,150.040910505
2400,2022,March,Maroondah,Maroondah,A Crimes against the person,A40 Abduction and related offences,A41 Abduction,1,0.857376631,0.857376631
2401,2022,March,Maroondah,Maroondah,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment,8,6.859013052,6.859013052
2402,2022,March,Maroondah,Maroondah,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,16,13.718026103,13.718026103
2403,2022,March,Maroondah,Maroondah,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,1,0.857376631,0.857376631
2404,2022,March,Maroondah,Maroondah,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,14,12.00327284,12.00327284
2405,2022,March,Maroondah,Maroondah,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,23,19.719662523,19.719662523
2406,2022,March,Maroondah,Maroondah,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,8,6.859013052,6.859013052
2407,2022,March,Maroondah,Maroondah,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,16,13.718026103,13.718026103
2408,2022,March,Maroondah,Maroondah,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,36,30.865558732,30.865558732
2409,2022,March,Maroondah,Maroondah,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,40,34.295065258,34.295065258
2410,2022,March,Maroondah,Maroondah,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,8,6.859013052,6.859013052
2411,2022,March,Maroondah,Maroondah,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A82 Neglect or ill treatment of people,2,1.714753263,1.714753263
2412,2022,March,Maroondah,Maroondah,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,13,11.145896209,11.145896209
2413,2022,March,Maroondah,Maroondah,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,38,32.580311995,32.580311995
2414,2022,March,Maroondah,Maroondah,B Property and deception offences,B10 Arson,B11 Cause damage by fire,5,4.286883157,4.286883157
2415,2022,March,Maroondah,Maroondah,B Property and deception offences,B10 Arson,B19 Other fire related offences,1,0.857376631,0.857376631
2416,2022,March,Maroondah,Maroondah,B Property and deception offences,B20 Property damage,B21 Criminal damage,396,339.521146056,339.521146056
2417,2022,March,Maroondah,Maroondah,B Property and deception offences,B20 Property damage,B22 Graffiti,97,83.165533251,83.165533251
2418,2022,March,Maroondah,Maroondah,B Property and deception offences,B20 Property damage,B29 Other property damage offences,6,5.144259789,5.144259789
2419,2022,March,Maroondah,Maroondah,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,23,19.719662523,19.719662523
2420,2022,March,Maroondah,Maroondah,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,196,168.045819765,168.045819765
2421,2022,March,Maroondah,Maroondah,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,111,95.168806092,95.168806092
2422,2022,March,Maroondah,Maroondah,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,84,72.019637042,72.019637042
2423,2022,March,Maroondah,Maroondah,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,540,462.983380986,462.983380986
2424,2022,March,Maroondah,Maroondah,B Property and deception offences,B40 Theft,B43 Steal from a retail store,221,189.480235552,189.480235552
2425,2022,March,Maroondah,Maroondah,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,51,43.726208204,43.726208204
2426,2022,March,Maroondah,Maroondah,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,86,73.734390305,73.734390305
2427,2022,March,Maroondah,Maroondah,B Property and deception offences,B40 Theft,B49 Other theft,323,276.93265196,276.93265196
2428,2022,March,Maroondah,Maroondah,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,42,36.009818521,36.009818521
2429,2022,March,Maroondah,Maroondah,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,192,164.616313239,164.616313239
2430,2022,March,Maroondah,Maroondah,B Property and deception offences,B50 Deception,B54 State false information,10,8.573766315,8.573766315
2431,2022,March,Maroondah,Maroondah,B Property and deception offences,B50 Deception,B56 Professional malpractice and misrepresentation,2,1.714753263,1.714753263
2432,2022,March,Maroondah,Maroondah,B Property and deception offences,B50 Deception,B59 Other deception offences,1,0.857376631,0.857376631
2433,2022,March,Maroondah,Maroondah,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,47,40.296701678,40.296701678
2434,2022,March,Maroondah,Maroondah,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,9,7.716389683,7.716389683
2435,2022,March,Maroondah,Maroondah,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,12,10.288519577,10.288519577
2436,2022,March,Maroondah,Maroondah,C Drug offences,C30 Drug use and possession,C31 Drug use,3,2.572129894,2.572129894
2437,2022,March,Maroondah,Maroondah,C Drug offences,C30 Drug use and possession,C32 Drug possession,175,150.040910505,150.040910505
2438,2022,March,Maroondah,Maroondah,C Drug offences,C90 Other drug offences,C99 Other drug offences,1,0.857376631,0.857376631
2439,2022,March,Maroondah,Maroondah,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,30,25.721298944,25.721298944
2440,2022,March,Maroondah,Maroondah,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,83,71.162260411,71.162260411
2441,2022,March,Maroondah,Maroondah,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,4,3.429506526,3.429506526
2442,2022,March,Maroondah,Maroondah,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,14,12.00327284,12.00327284
2443,2022,March,Maroondah,Maroondah,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,75,64.303247359,64.303247359
2444,2022,March,Maroondah,Maroondah,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,21,18.004909261,18.004909261
2445,2022,March,Maroondah,Maroondah,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,3,2.572129894,2.572129894
2446,2022,March,Maroondah,Maroondah,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,1,0.857376631,0.857376631
2447,2022,March,Maroondah,Maroondah,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct,2,1.714753263,1.714753263
2448,2022,March,Maroondah,Maroondah,D Public order and security offences,D30 Public nuisance offences,D31 Privacy offences,1,0.857376631,0.857376631
2449,2022,March,Maroondah,Maroondah,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes,1,0.857376631,0.857376631
2450,2022,March,Maroondah,Maroondah,D Public order and security offences,D30 Public nuisance offences,D33 Begging,1,0.857376631,0.857376631
2451,2022,March,Maroondah,Maroondah,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,8,6.859013052,6.859013052
2452,2022,March,Maroondah,Maroondah,D Public order and security offences,D40 Public security offences,D43 Hacking,1,0.857376631,0.857376631
2453,2022,March,Maroondah,Maroondah,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,1,0.857376631,0.857376631
2454,2022,March,Maroondah,Maroondah,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,60,51.442597887,51.442597887
2455,2022,March,Maroondah,Maroondah,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,8,6.859013052,6.859013052
2456,2022,March,Maroondah,Maroondah,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,11,9.431142946,9.431142946
